koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_model_snr
CANDIDATE,115.1995292,,2.67,,,
CANDIDATE,355.86134,0.003,23.39,1.22E+03,2.79,15.2
CANDIDATE,236.506437,0.1474,5.004,7.44E+02,10.37,10.6
CANDIDATE,19.3854894,0.0074,1.031,4.56E+03,6.13,2.7
CANDIDATE,416.8789312,,4.45,,,
CANDIDATE,48.38798413,,1.23,,,
CANDIDATE,357.588538,0.1542,3.367,3.45E+02,3.53,7.2
CANDIDATE,545.205601,0.3515,3.296,2.00E+02,1.66,7.1
CANDIDATE,105.053389,0.2199,1.988,1.77E+02,1.52,5.8
CANDIDATE,24.7967294,0.952,4.278,9.71E+02,3.14,13.8
CANDIDATE,44.7060191,1.6552,0.25,2.92E+02,60.47,6.6
CANDIDATE,125.277815,0.131,4.442,4.32E+02,15.75,11
CANDIDATE,27.2020672,0.223,1.811,1.80E+02,1.87,8.7
FALSE POSITIVE,64.71316809,0.573,5.69869,3.13E+05,62.03,3582.5
CANDIDATE,40.7282314,0.9828,13.677,2.22E+02,4.58,19.4
CANDIDATE,183.3804845,,3.25,,,
FALSE POSITIVE,1.036592136,1.25,2.296,2.12E+03,293.01,150.6
CANDIDATE,398.51312,0.5091,5.41,2.49E+02,1.23,5.9
CANDIDATE,559.785594,0.411,3.496,2.75E+02,1.88,7.3
CANDIDATE,109.43946,0.0905,3.801,1.87E+02,1,7.3
CANDIDATE,194.2583534,,3.15,,,
CANDIDATE,164.507439,0.3819,11.428,4.34E+02,2.15,11.7
CANDIDATE,370.84786,0.8847,13.966,1.44E+03,4.03,15.2
CANDIDATE,73.908995,0.4947,3.916,1.01E+02,0.94,7
CANDIDATE,96.32561456,,2.28,,,
CANDIDATE,212.646179,0.1739,2.539,9.53E+02,3.19,5.4
FALSE POSITIVE,371.54879,0.6743,9.841,1.26E+02,1.13,10.1
FALSE POSITIVE,226.499243,0.266,1.328,1.27E+02,0.89,4.7
CANDIDATE,251.48808,0.8011,6.8,3.05E+02,1.74,6.4
CANDIDATE,32.4185265,0.7105,5.154,1.11E+02,1.62,7.9
CANDIDATE,19.15976088,1.191,3.10166,3.25E+04,25.24,900.3
FALSE POSITIVE,2.61594288,0.711,6.45,7.21E+01,0.92,13.4
FALSE POSITIVE,1.686009643,0.566,1.1818,3.90E+02,1.81,48.5
CANDIDATE,32.033211,0.007,5.289,7.13E+01,0.85,9.2
CANDIDATE,43.3975622,0.08,3.908,5.85E+02,1.69,8.6
CANDIDATE,478.7918502,,4.06,,,
FALSE POSITIVE,344.961485,0.3073,3.023,4.28E+02,1.61,6.2
CANDIDATE,22.2659599,0.03,4.816,6.13E+01,1.18,8.3
CANDIDATE,199.064336,0.763,13.623,2.65E+02,6.12,15.4
CANDIDATE,277.114286,0.0288,3.926,5.67E+02,17.56,10.4
CANDIDATE,323.159363,0.0504,2.427,3.69E+02,3.41,7.4
CANDIDATE,21.512259,0.1017,4.337,1.31E+02,1.13,7.1
CANDIDATE,303.226376,0.1097,1.802,1.46E+03,3.66,12.7
CANDIDATE,22.8631517,0.1918,1.659,1.03E+02,4.84,8.5
CANDIDATE,97.942437,0.0071,2.575,1.00E+02,2.29,7.8
FALSE POSITIVE,163.820347,0.2012,1.331,1.20E+03,2.59,7
FALSE POSITIVE,151.577009,0.0653,2.59,4.68E+02,3.67,9.3
CANDIDATE,493.30572,0.327,5.425,4.05E+02,1.08,7.2
CANDIDATE,449.87203,0.1377,6.539,1.13E+03,2.59,10.5
CANDIDATE,419.93373,0.4097,10.29,2.85E+02,1.82,12
CANDIDATE,322.221973,0.2141,7.531,4.66E+02,2.18,8.9
CANDIDATE,235.413973,0.1095,3.065,1.03E+03,3.2,6.9
CANDIDATE,366.68293,0.782,3.854,1.08E+03,3.15,6.4
CANDIDATE,240.57135,0.457,11.164,9.22E+02,2.93,36.9
CANDIDATE,217.792748,0.926,4.695,1.49E+03,6.15,16.6
CONFIRMED,259.34304,0.447,16.04,3.50E+02,6.04,13.1
CANDIDATE,388.0388485,,4.44,,,
FALSE POSITIVE,8.34410791,0.546,1.606,2.55E+02,1.75,9.9
CANDIDATE,4.76815507,0.046,2.115,6.10E+01,0.49,9.2
FALSE POSITIVE,545.4562397,,5.91,,,
FALSE POSITIVE,2.709570339,1.238,5.57527,1.32E+04,223.75,900.9
CANDIDATE,49.49059818,,1.61,,,
CANDIDATE,364.18129,0.0594,6.65,4.70E+02,1.78,7
CANDIDATE,37.7935113,0.0794,1.718,6.72E+01,0.89,6.9
FALSE POSITIVE,0.855294909,1.269,2.89112,6.77E+03,49.03,870.3
FALSE POSITIVE,350.609298,0.0409,1.621,3.70E+02,3.88,3.6
CANDIDATE,172.621943,0.3131,4.435,7.88E+02,26.09,3.4
CANDIDATE,264.708077,0.2277,3.975,4.61E+02,6.17,6.3
FALSE POSITIVE,452.40428,0.6038,17.2,2.17E+02,1.58,8.2
FALSE POSITIVE,0.699985822,0.28,3.02633,3.89E+05,46.27,626.9
CANDIDATE,8.67237968,0.1385,2.826,9.91E+01,0.87,12.3
CANDIDATE,35.9216912,0.7193,0.585,2.21E+02,1.38,5.6
FALSE POSITIVE,35.8726918,0.963,4.402,9.16E+02,62.51,24.6
CANDIDATE,102.300622,0.9599,4.473,7.81E+02,35.36,13
CANDIDATE,359.8455,0.4022,34.84,5.04E+02,14.76,12.3
CANDIDATE,22.7783121,0.3499,1.037,1.56E+02,1.89,7.3
CANDIDATE,114.406187,0.2729,4.92,1.31E+03,2.42,11.4
CANDIDATE,132.114,0.2502,2.514,2.17E+02,0.75,5.7
CANDIDATE,623.2344,0.0831,14.448,6.03E+02,2.04,15.8
CANDIDATE,46.16051579,,2.37,,,
CANDIDATE,217.170081,86.1724,4.291,9.37E+02,109061,9.5
CANDIDATE,287.33114,0.529,12.722,4.07E+02,2.07,19.7
CONFIRMED,9.8788502,0.732,2.951,4.55E+02,2.64,13.4
CANDIDATE,189.456089,0.2906,3.077,4.53E+02,2.2,5.4
CANDIDATE,230.358183,0.4159,2.031,1.02E+03,2.87,6.2
CANDIDATE,211.54114,0.1723,5.4,7.51E+02,1.88,5.3
CANDIDATE,88.523517,0.9117,7.22,8.28E+02,1.6,7.7
FALSE POSITIVE,386.2240091,,4.93,,,
CANDIDATE,134.35872,0.2786,13.3,7.52E+01,1.27,16.5
CANDIDATE,55.01469183,,2.34,,,
CANDIDATE,198.781156,0.1924,6.77,1.38E+02,1.69,10.3
FALSE POSITIVE,588.63759,0.3978,3.84,3.22E+02,1.52,7.4
CANDIDATE,111.149082,0.1665,2.911,3.94E+02,1.87,5.9
CANDIDATE,284.87177,0.0404,15.63,1.07E+02,1.84,10.1
FALSE POSITIVE,9.8338474,0.733,14.585,5.76E+01,0.98,23.8
CANDIDATE,190.860818,0.4668,2.823,5.12E+02,1.84,6.2
CANDIDATE,374.41813,0.5723,17.9,4.30E+02,2.42,8.9
CANDIDATE,263.30198,0.1782,2.213,3.78E+02,2.19,5.6
CANDIDATE,370.31761,0.3565,12.588,1.89E+03,2.98,15.1
CANDIDATE,37.959659,0.3842,2.793,2.88E+02,1.41,6.9
CANDIDATE,405.6296,0.4652,11.26,3.04E+02,1.4,5.8
FALSE POSITIVE,1.080695116,0.62,7.449,3.13E+05,155.22,198.8
CANDIDATE,11.8307724,0.592,8.791,1.36E+02,1.16,12.4
CANDIDATE,434.28175,0.3094,8.14,6.63E+02,1.94,12.8
CANDIDATE,33.814176,0.1563,7.69,2.23E+02,1.49,8.1
CANDIDATE,16.2957847,0.603,5.16,4.10E+02,2.13,14.2
CANDIDATE,28.201998,,3.86,,,
CANDIDATE,58.92565,0.0655,14.56,4.47E+01,1.5,5.3
FALSE POSITIVE,24.0733775,0.914,19.612,1.33E+03,27.78,76.9
CANDIDATE,19.2405821,0.258,4.99,2.07E+02,1.19,9
CANDIDATE,232.040326,0.61,12.235,2.91E+02,2.05,15.2
CANDIDATE,28.684308,0.0138,4.64,2.82E+02,1.35,9.1
CANDIDATE,265.29617,0.3323,4.1,6.08E+02,2.99,5.9
CANDIDATE,61.569765,0.486,9.75,2.98E+02,2.44,10.9
CANDIDATE,58.940569,0.643,4.769,5.70E+02,2.48,9.2
CANDIDATE,14.1502311,0.013,1.503,2.08E+02,0.74,9.3
CANDIDATE,486.12702,0.3621,9.495,1.21E+02,1.18,8.1
FALSE POSITIVE,1.71029474,0.825,2.946,1.59E+02,1.04,14.5
CANDIDATE,31.8245304,0.681,4.17,7.90E+01,0.8,7.7
CANDIDATE,140.2440875,,5.43,,,
CANDIDATE,48.04066636,,1.62,,,
CANDIDATE,12.008552,0.901,4.613,7.66E+01,2.08,11.8
CANDIDATE,10.4314847,0.95,2.09,5.91E+01,0.77,9.6
CANDIDATE,47.5571352,0.6234,1.708,3.39E+02,1.85,6.7
FALSE POSITIVE,1.838514245,0.947,3.2601,1.19E+05,57.6,470
FALSE POSITIVE,8.412008943,0.539,5.41096,1.36E+05,50.83,5696.2
FALSE POSITIVE,3.912679136,23.127,3.556,2.92E+05,1794.2,1229.9
FALSE POSITIVE,7.544804312,1.266,8.2678,6.50E+03,63.99,587.2
CANDIDATE,27.2497521,0.194,11.609,1.02E+02,4.49,14.6
FALSE POSITIVE,2.283466438,0.457,7.7999,8.64E+05,218.79,1103.1
FALSE POSITIVE,0.692807507,1.196,1.49242,2.53E+04,46.44,260.9
FALSE POSITIVE,17.27929077,0.496,5.07591,1.64E+05,27.66,2841.5
CANDIDATE,16.9972894,0.825,2.585,2.25E+02,3.14,11.1
CANDIDATE,93.05654364,,2.34,,,
CANDIDATE,88.433122,0.021,2.392,1.20E+02,1.7,4
CANDIDATE,282.34315,0.5038,3.956,2.21E+02,2.35,3.7
FALSE POSITIVE,4.326946311,0.482,5.55905,4.09E+05,106.99,4247.8
FALSE POSITIVE,527.29093,0.2371,14.305,2.01E+02,1.3,16
FALSE POSITIVE,168.858303,0.0436,12.964,1.19E+02,2.41,9.7
CONFIRMED,5.34264143,0.021,2.453,6.91E+02,1.72,19.9
FALSE POSITIVE,19.38444245,0.203,20.5899,3.37E+03,28.3,685.3
CANDIDATE,1.645319649,0.118,1.635,1.08E+03,2.46,11.8
FALSE POSITIVE,2.179924994,0.711,4.87581,2.53E+05,60.99,4541.1
FALSE POSITIVE,10.13540105,0.704,5.6831,2.56E+05,89.16,4311.3
FALSE POSITIVE,2.02487934,0.3797,1.621,1.46E+02,1,7.7
CANDIDATE,15.3573445,0.966,1.634,1.17E+02,1.42,9.6
CONFIRMED,5.71668787,0.616,1.97,4.32E+02,1.92,11.8
CONFIRMED,51.1658019,0.817,4.637,2.59E+02,1.51,12.2
FALSE POSITIVE,12.4249559,0.174,16.332,1.10E+02,0.88,17.6
FALSE POSITIVE,12.427135,0.011,12.81,3.25E+01,1.05,4.2
CANDIDATE,77.792718,0.576,6.08,2.88E+02,2.17,9.1
CANDIDATE,163.5148985,,3.08,,,
FALSE POSITIVE,1.946198513,0.249,4.0336,1.31E+05,52.58,902.8
CANDIDATE,5.288547653,0.93,3.2646,2.19E+03,55.28,218.9
CANDIDATE,294.055263,0.0617,14.32,7.70E+02,2.8,21.1
FALSE POSITIVE,30.4838006,1.222,2.6,1.84E+04,23.87,9.4
FALSE POSITIVE,5.7584367,0.101,2.587,7.37E+02,66.22,26.8
FALSE POSITIVE,25.9522913,0.142,10.977,5.58E+02,2.03,14
FALSE POSITIVE,8.58599537,0.316,2.4078,8.18E+02,39.03,36.9
FALSE POSITIVE,9.892240848,1.28,4.1774,5.28E+03,40.38,314
CANDIDATE,126.505657,0.1855,8.836,9.55E+01,1.51,3.7
FALSE POSITIVE,1.129848432,1.042,2.07578,4.66E+03,120.13,490.6
FALSE POSITIVE,7.244778994,0.522,3.3873,9.91E+04,25.68,1761.4
FALSE POSITIVE,110.1552727,,2.04,,,
FALSE POSITIVE,0.730964241,0.459,2.483,4.40E+01,0.99,28.7
CANDIDATE,117.684591,0.4466,2.219,1.35E+02,1.52,5.3
FALSE POSITIVE,17.73402024,0.837,7.27595,1.87E+05,93.52,2905.9
CANDIDATE,46.245164,0.392,5.663,4.92E+02,2.46,15.5
CANDIDATE,9.7043379,0.07,3.515,1.29E+02,1.19,8.6
CANDIDATE,34.775371,0.4758,2.93,3.88E+01,0.67,5.7
CANDIDATE,0.306702491,0.173,0.9074,1.39E+02,0.93,21.9
CANDIDATE,12.7713826,0.374,3.347,1.42E+02,1.26,8
FALSE POSITIVE,0.829019343,0.72,4.8401,2.78E+05,90.08,631.1
FALSE POSITIVE,1.1080999,0.525,3.3542,3.81E+05,124.19,155.4
CANDIDATE,42.294739,1.145,34.63,2.54E+02,140.14,25.2
FALSE POSITIVE,215.778765,0.7163,3.737,3.78E+02,14.71,5.8
CANDIDATE,1.444486083,0.305,1.437,9.81E+02,1.73,12
CONFIRMED,5.99273265,0.505,2.6502,6.98E+01,0.91,19.2
CONFIRMED,5.10110666,0.083,2.657,6.51E+01,0.85,19.5
CANDIDATE,11.6089351,1.105,2.957,2.00E+02,46.44,8.7
FALSE POSITIVE,94.22498,0.801,22.445,3.46E+02,1.84,15.5
CANDIDATE,14.2378417,0.314,4.86,1.93E+02,1.1,10.5
FALSE POSITIVE,241.0122,0.4046,1.19,2.16E+02,4.41,4.1
CANDIDATE,10.8206034,0.592,2.848,1.17E+02,1.19,7.3
FALSE POSITIVE,164.689421,0.5312,1.847,5.21E+02,2.24,4.6
FALSE POSITIVE,4.264729569,0.924,2.2075,2.27E+04,29.95,201.6
FALSE POSITIVE,4.804469712,0.567,3.51946,1.33E+05,30.97,1177.8
FALSE POSITIVE,6.150529292,1.236,4.4562,2.42E+03,49.79,301.4
FALSE POSITIVE,4.944927575,1.215,3.4648,1.03E+03,19.43,62.5
FALSE POSITIVE,4.442517008,0.936,2.43922,2.53E+04,26.08,396.2
CANDIDATE,10.2090268,0.213,6.264,3.67E+01,0.92,9.8
FALSE POSITIVE,62.7356439,0.73,10.7925,2.44E+05,90.12,1115.3
FALSE POSITIVE,7.035518449,1.268,3.5286,2.14E+03,24.91,91.5
CANDIDATE,54.2916336,0.7285,3.364,9.78E+01,1.67,7.9
CANDIDATE,453.54212,0.633,17.026,8.61E+02,9.23,48.8
FALSE POSITIVE,0.579516759,0.638,1.342,2.70E+01,0.6,9.8
CANDIDATE,122.8054416,1.346,2.663,3.13E+02,118.62,10.6
FALSE POSITIVE,16.2480865,0.928,8.232,4.39E+02,2.38,21.1
FALSE POSITIVE,466.9407,0.2921,30.56,9.79E+02,2.9,13.7
FALSE POSITIVE,289.788624,0.6187,2.857,4.74E+02,5.51,6.6
FALSE POSITIVE,55.00402906,,6.06,,,
FALSE POSITIVE,2.873657901,1.13,2.1054,4.39E+04,110.29,65.6
FALSE POSITIVE,1.680425996,0.646,5.4548,2.77E+05,102.31,440.1
FALSE POSITIVE,0.53345831,,1.32,,,
FALSE POSITIVE,20.6864602,0.002,37.7424,1.36E+05,184.22,1656.7
FALSE POSITIVE,131.68018,0.1224,14.73,2.07E+03,5.96,9.2
CANDIDATE,37.8404232,0.211,6.408,2.33E+02,1.76,23.7
FALSE POSITIVE,200.762693,42.778,2.215,1.92E+03,15056.9,5.5
FALSE POSITIVE,1.123258617,0.513,4.27355,3.78E+05,150.94,779.2
CANDIDATE,47.25643291,,2,,,
CANDIDATE,32.0273169,0.259,5.144,1.62E+02,1.14,8.8
CANDIDATE,8.75630628,0.371,2.852,8.19E+01,1.12,9.8
CANDIDATE,9.6183111,0.447,4.215,2.50E+01,0.85,11.9
FALSE POSITIVE,12.4250319,0.777,1.4446,2.95E+01,0.89,2.7
CONFIRMED,386.370512,0.01,11.007,1.34E+03,2.96,13.1
CANDIDATE,0.518060209,1.262,1.8062,2.26E+03,61.49,140.6
CANDIDATE,17.3695112,0.28,4.012,3.14E+02,1.45,8.6
CANDIDATE,17.8693759,0.259,6.886,6.30E+01,0.81,9.8
CANDIDATE,17.236085,0.04,4.209,3.30E+02,1.98,10.4
FALSE POSITIVE,12.4297161,0.293,15.078,1.93E+02,1.26,13.3
FALSE POSITIVE,12.4288476,0.031,16.43,1.65E+02,1.12,15.2
FALSE POSITIVE,12.4258252,0.689,21.841,1.30E+02,1.27,30
FALSE POSITIVE,153.725848,1.255,117.52,5.26E+03,259.36,302.3
FALSE POSITIVE,12.4257907,0.384,19.859,3.40E+02,1.27,28.2
FALSE POSITIVE,12.4253356,0.966,27.49,3.74E+02,2.02,35.4
FALSE POSITIVE,12.4254201,0.428,18.56,1.45E+02,0.84,24.9
FALSE POSITIVE,12.424995,0.746,20.282,5.15E+01,2.06,21.4
FALSE POSITIVE,12.4227918,0.979,27.29,2.03E+02,1.44,15.5
CANDIDATE,485.92297,0.4516,3.756,1.23E+02,1.07,5.5
FALSE POSITIVE,22.9134463,0.709,4.11699,2.52E+05,81.61,6512.7
CANDIDATE,9.6550473,0.124,2.752,3.13E+02,1.45,12.2
FALSE POSITIVE,10.0046881,0.0164,2.389,5.06E+01,1.9,8.3
FALSE POSITIVE,8.65315602,0.049,2.627,4.18E+02,1.37,13.6
CANDIDATE,228.65412,0.225,2.487,1.79E+02,3.63,6.6
FALSE POSITIVE,2.243015737,0.661,4.31675,2.78E+05,92.34,5552.2
FALSE POSITIVE,4.694218481,0.616,4.53365,1.75E+05,35.81,739.8
FALSE POSITIVE,0.87683182,,1.96,,,
FALSE POSITIVE,0.953734449,1.262,1.7616,1.24E+03,47.65,120.5
FALSE POSITIVE,2.073873563,0.198,6.5605,6.04E+05,274.78,637.1
FALSE POSITIVE,15.71378722,0.762,11.3122,6.04E+04,27.64,3602
FALSE POSITIVE,7.964440392,0.001,9.1701,6.85E+04,18.98,693.8
FALSE POSITIVE,0.518071538,1.264,1.7865,2.20E+03,42.1,152.1
FALSE POSITIVE,2.151214629,0.235,2.226,3.33E+02,14.54,28.5
CANDIDATE,12.7143635,0.071,3.101,5.25E+02,2.2,9.9
CANDIDATE,80.4103783,0.913,3.487,5.91E+02,4.93,14
CANDIDATE,1.93188768,0.256,1.087,3.78E+01,0.57,8.8
FALSE POSITIVE,320.1847186,,11.94,,,
FALSE POSITIVE,12.426469,0.978,25.71,1.81E+02,1.66,24.2
FALSE POSITIVE,12.4262889,0.879,18.764,9.42E+01,1.23,20.5
FALSE POSITIVE,12.424747,0.976,25.24,1.39E+02,1.35,30.7
FALSE POSITIVE,12.4255705,0.984,28.88,1.39E+02,1.37,21.1
FALSE POSITIVE,12.426173,0.997,30.64,1.15E+02,2.67,36.9
FALSE POSITIVE,12.4244306,0.98,26.15,2.14E+02,1.59,15.5
FALSE POSITIVE,6.71738328,0.159,3.60057,1.65E+05,37.65,1208.2
FALSE POSITIVE,24.9559985,0.996,2.76331,4.86E+03,36.91,555.6
CANDIDATE,5.2449156,0.019,8.367,3.55E+01,0.52,11.7
CANDIDATE,168.6693478,,4.07,,,
FALSE POSITIVE,4.426942241,0.951,1.6116,2.90E+03,5.43,68.9
CANDIDATE,571.280892,0.6109,21.827,4.61E+02,3.65,37.8
CANDIDATE,4.66185924,0.2695,3.164,4.93E+01,1.16,15.8
CANDIDATE,1.213672208,7.3743,1.3644,2.73E+03,697.14,24.8
FALSE POSITIVE,3.454241684,0.505,4.69505,8.82E+04,75.11,6581.3
CANDIDATE,90.097375,0.042,12.697,2.83E+02,1.7,11.5
CANDIDATE,7.72966941,0.668,2.091,4.27E+02,2.1,8.4
CANDIDATE,51.85656556,,2.21,,,
FALSE POSITIVE,1.457256942,0.549,6.51381,3.65E+05,98.16,2443.8
FALSE POSITIVE,10.81824842,0.813,18.2848,1.37E+04,11.71,581
FALSE POSITIVE,2.559236603,1.251,1.6706,1.13E+04,37.66,45.7
FALSE POSITIVE,281.35877,0.0371,7.74,2.79E+02,4.22,6.2
CANDIDATE,154.536881,0.3257,15.44,2.59E+02,4.1,3.5
FALSE POSITIVE,462.12345,0.2396,8.46,6.99E+02,1.9,6.9
CANDIDATE,87.707513,0.4,2.184,5.78E+02,1.72,7.1
CONFIRMED,5.1117547,0.962,3.281,2.68E+02,2.81,12.1
CANDIDATE,9.6310258,0.951,5.255,2.97E+02,2.9,12.7
FALSE POSITIVE,101.889228,0.0237,2.71,8.09E+01,1.43,8.5
CANDIDATE,437.5158614,,4.16,,,
FALSE POSITIVE,48.5023669,30.612,1.053,7.40E+02,906.03,5.5
FALSE POSITIVE,524.14139,0.1508,11.603,4.04E+02,1.88,9.2
CANDIDATE,8.97377221,0.237,2.135,1.07E+02,2.96,9.4
FALSE POSITIVE,41.86539723,1.286,6.663,4.31E+03,31.14,103.4
FALSE POSITIVE,4.553370029,0.951,3.2209,2.37E+04,25.84,570.6
FALSE POSITIVE,5.262652179,0.96,2.85554,2.27E+04,35.99,2246.9
FALSE POSITIVE,345.9820728,,2.97,,,
FALSE POSITIVE,16.6218534,0.58,3.91517,5.53E+04,22.32,1872.6
FALSE POSITIVE,19.74161604,1.04,3.07231,8.88E+04,82.98,2153
FALSE POSITIVE,5.455766383,0.794,2.8923,1.05E+05,28.2,536.8
FALSE POSITIVE,22.44620704,1.256,7.5491,1.63E+03,58.2,138.8
CANDIDATE,205.41415,0.0856,10.26,2.84E+02,1.67,7.9
FALSE POSITIVE,1.237147407,0.466,7.06623,4.35E+05,106.18,5557.4
FALSE POSITIVE,1.28619671,0.874,1.114,1.37E+02,1.27,5.9
FALSE POSITIVE,2.649026189,0.914,2.4698,5.22E+04,32.7,190.1
FALSE POSITIVE,6.932281325,1.291,11.0301,6.41E+03,90.57,325.8
FALSE POSITIVE,2.151384476,0.237,3.34471,2.64E+05,66.2,2657.6
FALSE POSITIVE,0.562273947,0.662,3.1572,6.70E+01,0.73,52.4
FALSE POSITIVE,17.4352218,1.211,51.666,6.03E+02,67.91,121.8
CANDIDATE,114.271739,,2.19,,,
CANDIDATE,26.40805532,,2.7,,,
CANDIDATE,46.07931317,,1.87,,,
CANDIDATE,24.8434837,0.641,4.8,2.17E+02,1.58,14.2
CANDIDATE,7.7016694,0.01,10.898,1.56E+02,4.44,17.8
FALSE POSITIVE,117.634213,0.5206,3.82,2.53E+02,3.78,8.7
FALSE POSITIVE,21.02544702,0.978,6.52216,1.16E+05,135.84,4881.9
FALSE POSITIVE,0.933753371,0.311,4.438,4.73E+01,1.44,19.8
FALSE POSITIVE,1.72153588,0.002,1.9227,3.99E+04,12.89,29.3
CANDIDATE,4.67250377,0.95,4.441,7.96E+01,1.11,13.8
FALSE POSITIVE,2.765621941,1.262,2.3191,8.34E+03,34.42,173.2
FALSE POSITIVE,3.664964374,0.552,3.9058,9.08E+04,30.98,437.8
FALSE POSITIVE,6.8072842,0.923,1.9477,1.46E+04,31.15,32.9
FALSE POSITIVE,2.136577151,0.996,2.4682,7.91E+04,43.89,124.3
FALSE POSITIVE,2.638432816,0.863,2.42989,4.85E+04,49.77,529.4
FALSE POSITIVE,11.99100036,0.534,6.4648,3.76E+05,78.78,802.9
FALSE POSITIVE,2.03746414,0.008,2.895,1.39E+02,1.12,14.1
FALSE POSITIVE,37.80694072,1.111,3.84264,1.06E+05,72.01,1571.8
CANDIDATE,21.9711574,0.119,5.012,1.78E+02,1.32,7.8
CANDIDATE,144.688915,0.087,9.468,3.97E+02,3.33,11.6
FALSE POSITIVE,12.42555055,0.973,28.492,4.09E+02,3.79,123.7
FALSE POSITIVE,12.42592247,0.885,31.5,8.71E+03,79.21,190.8
CANDIDATE,1.54287434,0.013,1.1121,4.01E+02,1.05,20.7
FALSE POSITIVE,12.4237327,0.132,18.15,3.01E+01,1.12,20.1
FALSE POSITIVE,94.38163,0.593,11.87,9.12E+01,2.04,7.5
CANDIDATE,33.3200908,0.069,6.5265,6.19E+03,13,84.5
CONFIRMED,7.5844241,0.815,3.918,1.01E+03,5.83,23.8
FALSE POSITIVE,210.899577,0.3202,2.167,3.35E+03,4.85,7.8
FALSE POSITIVE,3.103730697,0.539,6.93402,3.69E+05,75.28,5143.6
CANDIDATE,91.20573037,,4.17,,,
FALSE POSITIVE,253.40538,0.3967,7.43,2.41E+02,2.69,5
FALSE POSITIVE,5.110771787,0.878,2.48392,5.07E+04,26.98,394
CANDIDATE,7.07394528,0.277,2.319,2.28E+02,0.84,9.5
FALSE POSITIVE,1.463773705,0.838,1.9123,6.48E+04,21.79,119.7
FALSE POSITIVE,4.46255312,0.004,14.0957,2.27E+04,52.74,140.9
FALSE POSITIVE,79.87804945,,3.19,,,
CANDIDATE,14.516741,0.851,2.706,2.27E+02,1.45,10.1
CANDIDATE,20.5718107,0.123,3.399,3.79E+02,1.34,13
FALSE POSITIVE,3.026764871,0.198,4.32532,6.67E+04,26.36,1561.2
FALSE POSITIVE,3.840130917,0.872,2.8951,6.04E+04,33.44,275.6
FALSE POSITIVE,5.554227226,0.174,4.77434,1.42E+05,31.71,1517.7
FALSE POSITIVE,1.570919281,1.083,3.2232,6.51E+04,59.12,316.9
FALSE POSITIVE,35.08976902,1.264,3.9623,5.75E+03,33.1,170.8
FALSE POSITIVE,5.233450136,0.457,8.57374,4.30E+05,70.33,3921.8
FALSE POSITIVE,3.6037011,1.225,2.994,1.61E+04,66.94,33.4
FALSE POSITIVE,3.518356021,0.593,6.90375,3.17E+05,64.49,3217.6
CANDIDATE,11.867172,0.001,4.815,5.96E+02,4.03,13.4
FALSE POSITIVE,2.6160943,0.6458,21.34,2.93E+01,0.81,5.6
FALSE POSITIVE,2.404386969,0.613,7.40348,3.13E+05,79.72,8577.4
CANDIDATE,142.685885,0.1086,3.792,1.20E+03,2.76,9.3
FALSE POSITIVE,4.390513938,0.879,2.9472,4.68E+04,41.83,290.7
FALSE POSITIVE,3.86963822,,2.29,,,
CANDIDATE,12.4970599,0.65,3.877,1.80E+02,1.44,10.6
FALSE POSITIVE,7.384681,0.068,3.548,1.43E+02,1.22,10.6
CONFIRMED,21.0907909,0.832,4.751,4.18E+02,1.88,19.7
FALSE POSITIVE,3.371796653,3.219,3.4421,3.67E+05,306.28,560.2
FALSE POSITIVE,1.927177921,0.399,2.7742,1.36E+05,28.94,204.7
FALSE POSITIVE,0.575925434,0.905,2.4676,1.37E+05,38.24,354.4
FALSE POSITIVE,496.17566,0.4188,11.63,2.93E+02,3.46,11.3
FALSE POSITIVE,6.256352128,1.269,2.3512,3.29E+03,30.76,120.4
CONFIRMED,16.17803,0.081,5.18,4.49E+02,2.25,6
FALSE POSITIVE,2.37795507,1.298,2.4329,4.39E+03,92.61,257.5
FALSE POSITIVE,2.053866175,1.265,4.8045,5.02E+03,158.25,380.5
FALSE POSITIVE,36.5521313,0.4969,2.481,2.83E+02,0.9,7.7
FALSE POSITIVE,5.177577252,1.341,2.4777,1.33E+03,73.82,23.6
FALSE POSITIVE,4.08029328,0.2428,2.8343,1.13E+03,2.92,43.1
CONFIRMED,104.3519624,0.532,3.695,2.44E+02,1.39,15.8
CANDIDATE,6.06330298,0.0214,3.275,2.01E+02,1.64,13.1
CANDIDATE,86.431871,0.95,7.374,4.15E+02,2.85,11.2
CANDIDATE,26.1152887,0.1382,12.54,7.00E+01,2.38,10.6
FALSE POSITIVE,469.52303,0.733,5.487,3.56E+02,2.1,10.5
FALSE POSITIVE,11.83271013,0.548,6.152,1.76E+02,1.17,12.7
FALSE POSITIVE,32.66996259,0.18,3.581,3.65E+02,1.37,6.2
CANDIDATE,269.306232,1.219,14.931,1.71E+03,24,18.1
FALSE POSITIVE,19.93364711,0.852,8.6122,1.75E+05,75.88,1863.4
FALSE POSITIVE,1.071911311,1.272,3.8559,9.82E+03,40.32,397.6
FALSE POSITIVE,18.0196514,0.675,5.08572,1.77E+05,31.77,3373.3
FALSE POSITIVE,117.934158,0.658,9.25,1.88E+02,3.76,12.9
FALSE POSITIVE,4.032762189,0.599,4.14212,1.19E+05,35.22,1520
